지점,지점명,일시,평균기온(°C),일강수량(mm),일 최심적설(cm)
221,제천,2022-11-07,5.7,,
221,제천,2022-11-08,7.6,,
221,제천,2022-11-09,6.5,,
221,제천,2022-11-10,8.4,,
221,제천,2022-11-11,9.9,,
221,제천,2022-11-12,13,16.7,
221,제천,2022-11-13,10.8,6.7,
221,제천,2022-11-14,8.4,,
221,제천,2022-11-15,4.1,1.2,
221,제천,2022-11-16,4.9,,
221,제천,2022-11-17,5.3,,
221,제천,2022-11-18,5.1,,
221,제천,2022-11-19,7.1,,
221,제천,2022-11-20,8.5,,
221,제천,2022-11-21,7.8,,
221,제천,2022-11-22,8.3,.1,
221,제천,2022-11-23,8.3,1.2,
221,제천,2022-11-24,4.3,,
221,제천,2022-11-25,5.2,,
221,제천,2022-11-26,6.5,0,
221,제천,2022-11-27,2,,
221,제천,2022-11-28,5.6,26.9,
221,제천,2022-11-29,8.2,7.2,
221,제천,2022-11-30,-4.6,,
221,제천,2022-12-01,-6.3,,
221,제천,2022-12-02,-5.3,,
221,제천,2022-12-03,-2.5,.3,
221,제천,2022-12-04,-2.9,,
221,제천,2022-12-05,-4.9,,
221,제천,2022-12-06,-4.6,1.7,
221,제천,2022-12-07,1.2,.2,
221,제천,2022-12-08,-.2,,
221,제천,2022-12-09,-1.8,,
221,제천,2022-12-10,-1.3,,
221,제천,2022-12-11,-2,,
221,제천,2022-12-12,-.8,.2,
221,제천,2022-12-13,-.6,5,
221,제천,2022-12-14,-9.7,,
221,제천,2022-12-15,-6.7,2.7,
221,제천,2022-12-16,-7.5,,
221,제천,2022-12-17,-9,,
221,제천,2022-12-18,-11.7,,
221,제천,2022-12-19,-10.7,,
221,제천,2022-12-20,-8.3,,
221,제천,2022-12-21,-2.8,9.5,
221,제천,2022-12-22,-8.7,,
221,제천,2022-12-23,-12.7,,
221,제천,2022-12-24,-14,,
221,제천,2022-12-25,-11.6,,
221,제천,2022-12-26,-11,,
221,제천,2022-12-27,-9.2,,
221,제천,2022-12-28,-6.6,0,
221,제천,2022-12-29,-8,,
221,제천,2022-12-30,-6.5,0,
221,제천,2022-12-31,-6.6,,
239,세종,2022-01-01,-5.1,,
239,세종,2022-01-02,-1.4,,
239,세종,2022-01-03,-2.1,,
239,세종,2022-01-04,-.4,,
239,세종,2022-01-05,-2.6,,
239,세종,2022-01-06,-1.2,,
239,세종,2022-01-07,-2,,
239,세종,2022-01-08,.3,,
239,세종,2022-01-09,1.8,,
239,세종,2022-01-10,.1,.3,
239,세종,2022-01-11,-4.5,.1,
239,세종,2022-01-12,-5.8,,
239,세종,2022-01-13,-4.9,,
239,세종,2022-01-14,-4.5,,
239,세종,2022-01-15,-.1,,
239,세종,2022-01-16,-.3,.5,
239,세종,2022-01-17,-3.5,,
239,세종,2022-01-18,-4.5,,
239,세종,2022-01-19,-3.9,.3,
239,세종,2022-01-20,-4.4,,
239,세종,2022-01-21,-2.5,,
239,세종,2022-01-22,2.5,,
239,세종,2022-01-23,3.9,,
239,세종,2022-01-24,3.8,,
239,세종,2022-01-25,2.5,1.1,
239,세종,2022-01-26,2,,
239,세종,2022-01-27,-.2,,
239,세종,2022-01-28,-1.2,,
239,세종,2022-01-29,-2.5,,
239,세종,2022-01-30,-2.7,,
239,세종,2022-01-31,-1.1,.4,
239,세종,2022-02-01,0,.1,
239,세종,2022-02-02,-.9,,
239,세종,2022-02-03,-2.3,,
239,세종,2022-02-04,-3.1,.1,
239,세종,2022-02-05,-4.9,0,
239,세종,2022-02-06,-3.1,,
239,세종,2022-02-07,-2.2,,
239,세종,2022-02-08,-.5,,
239,세종,2022-02-09,.9,,
239,세종,2022-02-10,2.2,,
239,세종,2022-02-11,2.2,,
239,세종,2022-02-12,4.1,,
239,세종,2022-02-13,4.5,,
239,세종,2022-02-14,3.5,.4,
239,세종,2022-02-15,-3.1,,
239,세종,2022-02-16,-5.9,.1,
239,세종,2022-02-17,-5.8,,
239,세종,2022-02-18,-1.5,,
239,세종,2022-02-19,-.3,,
239,세종,2022-02-20,-3.9,,
239,세종,2022-02-21,-1.6,,
239,세종,2022-02-22,-2.9,,
239,세종,2022-02-23,-4.7,,
239,세종,2022-02-24,-2.3,,
239,세종,2022-02-25,2.4,,
239,세종,2022-02-26,6.1,1.5,
239,세종,2022-02-27,4.3,,
239,세종,2022-02-28,6,,
239,세종,2022-03-01,5.7,1.4,
239,세종,2022-03-02,2.5,,
239,세종,2022-03-03,5.4,,
239,세종,2022-03-04,8,,
239,세종,2022-03-05,3.2,,
239,세종,2022-03-06,1.8,,
239,세종,2022-03-07,3.3,,
239,세종,2022-03-08,5.3,,
239,세종,2022-03-09,7,,
239,세종,2022-03-10,9.1,,
239,세종,2022-03-11,10.7,,
239,세종,2022-03-12,15.2,,
239,세종,2022-03-13,13.8,23.7,
239,세종,2022-03-14,10.2,6.9,
239,세종,2022-03-15,8.5,,
239,세종,2022-03-16,10.5,,
239,세종,2022-03-17,8.7,6.7,
239,세종,2022-03-18,6.7,3.5,
239,세종,2022-03-19,3.7,8.6,
239,세종,2022-03-20,5,,
239,세종,2022-03-21,5,,
239,세종,2022-03-22,7,,
239,세종,2022-03-23,5,,
239,세종,2022-03-24,8.2,,
239,세종,2022-03-25,11.9,11.2,
239,세종,2022-03-26,11,15.1,
239,세종,2022-03-27,7.6,,
239,세종,2022-03-28,7.2,,
239,세종,2022-03-29,10,,
239,세종,2022-03-30,11.3,0,
239,세종,2022-03-31,10.9,,
239,세종,2022-04-01,9.2,,
239,세종,2022-04-02,7.4,,
239,세종,2022-04-03,8.7,,
239,세종,2022-04-04,10,,
239,세종,2022-04-05,9.6,,
239,세종,2022-04-06,11.7,,
239,세종,2022-04-07,10.7,.8,
239,세종,2022-04-08,13.2,,
239,세종,2022-04-09,17.6,,
239,세종,2022-04-10,18.3,,
239,세종,2022-04-11,19.9,,
239,세종,2022-04-12,20,,
239,세종,2022-04-13,12.9,19,
239,세종,2022-04-14,10.3,1.8,
239,세종,2022-04-15,11.9,,
239,세종,2022-04-16,12.6,,
239,세종,2022-04-17,13,,
239,세종,2022-04-18,14.3,,
239,세종,2022-04-19,15,,
239,세종,2022-04-20,14.8,0,
239,세종,2022-04-21,14.3,,
239,세종,2022-04-22,16.5,,
239,세종,2022-04-23,18,,
239,세종,2022-04-24,18.9,,
239,세종,2022-04-25,19.6,3,
239,세종,2022-04-26,18.5,17,
239,세종,2022-04-27,17,,
239,세종,2022-04-28,17.2,,
239,세종,2022-04-29,12.7,12.1,
239,세종,2022-04-30,12.9,,
239,세종,2022-05-01,12.8,,
239,세종,2022-05-02,13,,
239,세종,2022-05-03,13.4,,
239,세종,2022-05-04,16.5,,
239,세종,2022-05-05,18,,
239,세종,2022-05-06,19,,
239,세종,2022-05-07,16.9,,
239,세종,2022-05-08,16.5,.7,
239,세종,2022-05-09,16.3,3.7,
239,세종,2022-05-10,18.1,,
239,세종,2022-05-11,18.7,,
239,세종,2022-05-12,19.9,,
239,세종,2022-05-13,17.6,,
239,세종,2022-05-14,14.9,,
239,세종,2022-05-15,14.5,,
239,세종,2022-05-16,15.7,,
239,세종,2022-05-17,19.2,,
239,세종,2022-05-18,20.8,,
239,세종,2022-05-19,19.7,,
239,세종,2022-05-20,19.6,,
239,세종,2022-05-21,19.6,,
239,세종,2022-05-22,20.2,,
239,세종,2022-05-23,21.8,,
239,세종,2022-05-24,21.9,,
239,세종,2022-05-25,21,,
239,세종,2022-05-26,18.5,5,
239,세종,2022-05-27,20.4,,
239,세종,2022-05-28,22.1,,
239,세종,2022-05-29,22.5,,
239,세종,2022-05-30,20.7,,
239,세종,2022-05-31,19.8,,
239,세종,2022-06-01,22,,
239,세종,2022-06-02,21,,
239,세종,2022-06-03,23.8,,
239,세종,2022-06-04,24.4,,
239,세종,2022-06-05,18.6,4,
239,세종,2022-06-06,18.9,1.1,
239,세종,2022-06-07,17,.4,
239,세종,2022-06-08,19.9,,
239,세종,2022-06-09,21.1,0,
239,세종,2022-06-10,22.9,,
239,세종,2022-06-11,23.8,,
239,세종,2022-06-12,23.7,,
239,세종,2022-06-13,22.9,,
239,세종,2022-06-14,18.1,2.3,
239,세종,2022-06-15,19,20.3,
239,세종,2022-06-16,20.8,,
239,세종,2022-06-17,22.3,,
239,세종,2022-06-18,23.9,,
239,세종,2022-06-19,24.3,,
239,세종,2022-06-20,26.1,,
239,세종,2022-06-21,27,,
239,세종,2022-06-22,26.3,,
239,세종,2022-06-23,24.2,18.2,
239,세종,2022-06-24,24,9.4,
239,세종,2022-06-25,26.9,,
239,세종,2022-06-26,27.2,,
239,세종,2022-06-27,27.9,.1,
239,세종,2022-06-28,29.1,,
239,세종,2022-06-29,26.2,49.9,
239,세종,2022-06-30,26.4,12.8,
239,세종,2022-07-01,28,,
239,세종,2022-07-02,28.7,,
239,세종,2022-07-03,27.6,51.7,
239,세종,2022-07-04,27.1,,
239,세종,2022-07-05,27.6,,
239,세종,2022-07-06,29.2,2,
239,세종,2022-07-07,28.3,9.5,
239,세종,2022-07-08,26.9,.2,
239,세종,2022-07-09,25.7,,
239,세종,2022-07-10,27.5,2.4,
239,세종,2022-07-11,24.5,3.8,
239,세종,2022-07-12,26.6,,
239,세종,2022-07-13,24.9,17.7,
239,세종,2022-07-14,26,.2,
239,세종,2022-07-15,25.4,,
239,세종,2022-07-16,25.5,,
239,세종,2022-07-17,25.4,,
239,세종,2022-07-18,22.3,76.8,
239,세종,2022-07-19,24.5,,
239,세종,2022-07-20,26.9,,
239,세종,2022-07-21,23.6,22.7,
239,세종,2022-07-22,24.9,,
239,세종,2022-07-23,24.2,22.9,
239,세종,2022-07-24,24.1,7.5,
239,세종,2022-07-25,26.7,,
239,세종,2022-07-26,27.7,,
239,세종,2022-07-27,27.5,,
239,세종,2022-07-28,27,4.4,
239,세종,2022-07-29,29.7,,
239,세종,2022-07-30,28.9,,
239,세종,2022-07-31,26,17.7,
239,세종,2022-08-01,27.4,4.7,
239,세종,2022-08-02,27.4,0,
239,세종,2022-08-03,28.6,.4,
239,세종,2022-08-04,28.3,,
239,세종,2022-08-05,28.4,1.4,
239,세종,2022-08-06,28.8,,
239,세종,2022-08-07,29,,
239,세종,2022-08-08,27.9,7.3,
239,세종,2022-08-09,27.4,6.6,
239,세종,2022-08-10,24.7,139.3,
239,세종,2022-08-11,24.9,65.8,
239,세종,2022-08-12,26.8,0,
239,세종,2022-08-13,25.3,18.3,
239,세종,2022-08-14,26.7,8.6,
239,세종,2022-08-15,28.2,29.8,
239,세종,2022-08-16,25.8,.7,
239,세종,2022-08-17,24.8,7.9,
239,세종,2022-08-18,24.4,,
239,세종,2022-08-19,26,,
239,세종,2022-08-20,27.2,41,
239,세종,2022-08-21,27,,
239,세종,2022-08-22,26.8,,
239,세종,2022-08-23,24.1,33.2,
239,세종,2022-08-24,23,.4,
239,세종,2022-08-25,21.8,0,
239,세종,2022-08-26,22.1,,
239,세종,2022-08-27,20.9,,
239,세종,2022-08-28,21.2,,
239,세종,2022-08-29,19.5,5.1,
239,세종,2022-08-30,19,43.4,
239,세종,2022-08-31,20.9,7.1,
239,세종,2022-09-01,22.3,,
239,세종,2022-09-02,22.8,,
239,세종,2022-09-03,23.3,,
239,세종,2022-09-04,24.1,2.6,
239,세종,2022-09-05,22.3,61.5,
239,세종,2022-09-06,20.1,72.2,
239,세종,2022-09-07,20.6,,
239,세종,2022-09-08,21.1,,
239,세종,2022-09-09,22.9,,
239,세종,2022-09-10,22.1,,
239,세종,2022-09-11,23.3,,
239,세종,2022-09-12,23,1.9,
239,세종,2022-09-13,24.1,,
239,세종,2022-09-14,24.7,,
239,세종,2022-09-15,25.2,,
239,세종,2022-09-16,25.2,.1,
239,세종,2022-09-17,26.8,,
239,세종,2022-09-18,27.5,,
239,세종,2022-09-19,24.4,,
239,세종,2022-09-20,19.1,,
239,세종,2022-09-21,18.5,,
239,세종,2022-09-22,18,,
239,세종,2022-09-23,17,.5,
239,세종,2022-09-24,17.1,,
239,세종,2022-09-25,17.9,,
239,세종,2022-09-26,18.7,,
239,세종,2022-09-27,19,,
239,세종,2022-09-28,18.9,,
239,세종,2022-10-01,19.1,,
239,세종,2022-10-02,20.6,1.6,
239,세종,2022-10-03,23.1,24,
239,세종,2022-10-04,19.6,45.5,
239,세종,2022-10-05,15.6,,
239,세종,2022-10-06,15.7,1.5,
239,세종,2022-10-07,14.8,,
239,세종,2022-10-08,15.7,,
239,세종,2022-10-09,12.8,22.3,
239,세종,2022-10-10,10.2,5.8,
239,세종,2022-10-11,11.4,,
239,세종,2022-10-12,11.8,,
239,세종,2022-10-13,15,,
239,세종,2022-10-14,15.4,,
239,세종,2022-10-15,18,,
239,세종,2022-10-16,17.3,,
239,세종,2022-10-17,12.3,,
239,세종,2022-10-18,7.8,,
239,세종,2022-10-19,8.7,,
239,세종,2022-10-20,10.3,,
239,세종,2022-10-21,11.8,,
239,세종,2022-10-22,13.9,,
239,세종,2022-10-23,13.4,,
239,세종,2022-10-24,9.3,,
239,세종,2022-10-25,9.5,,
239,세종,2022-10-26,11,,
239,세종,2022-10-27,12.6,,
239,세종,2022-10-28,13.5,,
239,세종,2022-10-29,13.6,,
239,세종,2022-10-30,13.8,,
239,세종,2022-10-31,13.9,,
239,세종,2022-11-01,12.8,,
239,세종,2022-11-02,10,,
239,세종,2022-11-03,9.3,,
239,세종,2022-11-04,5.7,,
239,세종,2022-11-05,5.9,,
239,세종,2022-11-06,8.1,,
239,세종,2022-11-07,9.3,,
239,세종,2022-11-08,11.9,,
239,세종,2022-11-09,9.6,,
239,세종,2022-11-10,11.3,,
239,세종,2022-11-11,13.9,,
239,세종,2022-11-12,17.6,4.4,
239,세종,2022-11-13,11,1.5,
239,세종,2022-11-14,9.2,,
239,세종,2022-11-15,7.8,2.4,
239,세종,2022-11-16,8.5,.4,
239,세종,2022-11-17,9.1,,
239,세종,2022-11-18,9.1,,
239,세종,2022-11-19,11.3,,
239,세종,2022-11-20,12.6,,
239,세종,2022-11-21,11.7,,
239,세종,2022-11-22,10.5,.4,
239,세종,2022-11-23,10.5,,
239,세종,2022-11-24,8.1,,
239,세종,2022-11-25,9.4,,
239,세종,2022-11-26,8.5,,
239,세종,2022-11-27,5.8,,
239,세종,2022-11-28,8,24.8,
239,세종,2022-11-29,8.4,5.9,
239,세종,2022-11-30,-3.2,,
239,세종,2022-12-01,-3.6,,
239,세종,2022-12-02,-1.9,,
239,세종,2022-12-03,2.1,,
239,세종,2022-12-04,-1.6,,
239,세종,2022-12-05,-2.6,,
239,세종,2022-12-06,-.1,.4,
239,세종,2022-12-07,4.1,,
239,세종,2022-12-08,3.2,,
239,세종,2022-12-09,3.7,,
239,세종,2022-12-10,1.5,,
239,세종,2022-12-11,1.6,,
239,세종,2022-12-12,1.3,.2,
239,세종,2022-12-13,1.1,4.5,
239,세종,2022-12-14,-7.4,.1,
239,세종,2022-12-15,-2.5,4.8,
239,세종,2022-12-16,-5.1,,
239,세종,2022-12-17,-6.4,2.2,
239,세종,2022-12-18,-8.9,,
239,세종,2022-12-19,-6.4,,
239,세종,2022-12-20,-3,,
239,세종,2022-12-21,-.1,5.6,
239,세종,2022-12-22,-5.1,.8,
239,세종,2022-12-23,-8.2,.3,
239,세종,2022-12-24,-9.2,,
239,세종,2022-12-25,-5.4,,
239,세종,2022-12-26,-4.1,,
239,세종,2022-12-27,-2.9,,
239,세종,2022-12-28,-2.4,,
239,세종,2022-12-29,-3.5,,
239,세종,2022-12-30,-1,.1,
239,세종,2022-12-31,-1.4,,
259,강진군,2022-01-01,.4,,
259,강진군,2022-01-02,1.1,,
259,강진군,2022-01-03,-.1,,
259,강진군,2022-01-04,2.1,0,
259,강진군,2022-01-05,2.3,1.1,
259,강진군,2022-01-06,2.7,,
259,강진군,2022-01-07,.3,,
259,강진군,2022-01-08,.7,,
259,강진군,2022-01-09,2.4,,
259,강진군,2022-01-10,2.5,,
259,강진군,2022-01-11,-.3,.7,
259,강진군,2022-01-12,-1.3,,
259,강진군,2022-01-13,-1.2,.4,
259,강진군,2022-01-14,-.2,,
259,강진군,2022-01-15,2.4,,
259,강진군,2022-01-16,1.9,0,
259,강진군,2022-01-17,1.8,,
259,강진군,2022-01-18,-.2,,
259,강진군,2022-01-19,.4,0,
259,강진군,2022-01-20,-.9,,
259,강진군,2022-01-21,.2,,
259,강진군,2022-01-22,6.9,0,
259,강진군,2022-01-23,7.5,,
259,강진군,2022-01-24,5.1,,
259,강진군,2022-01-25,5.6,0,
259,강진군,2022-01-26,4.7,,
259,강진군,2022-01-27,3.3,,
259,강진군,2022-01-28,1.8,,
259,강진군,2022-01-29,1.3,,
259,강진군,2022-01-30,1.6,,
259,강진군,2022-01-31,1.5,,
259,강진군,2022-02-01,2.8,.2,
259,강진군,2022-02-02,2,,
259,강진군,2022-02-03,1.2,,
259,강진군,2022-02-04,.2,,
259,강진군,2022-02-05,-1.1,.6,
259,강진군,2022-02-06,.6,.1,
259,강진군,2022-02-07,.7,,
259,강진군,2022-02-08,2.6,,
259,강진군,2022-02-09,3.3,,
259,강진군,2022-02-10,4.8,0,
259,강진군,2022-02-11,4.2,,
259,강진군,2022-02-12,6.1,,
259,강진군,2022-02-13,7.6,,
259,강진군,2022-02-14,5.8,,
259,강진군,2022-02-15,.5,,
259,강진군,2022-02-16,-1.7,.5,
259,강진군,2022-02-17,-3,0,
259,강진군,2022-02-18,1.7,,
259,강진군,2022-02-19,2.9,0,
259,강진군,2022-02-20,-1.5,.5,
259,강진군,2022-02-21,1.3,,
259,강진군,2022-02-22,.8,,
259,강진군,2022-02-23,-1.3,,
259,강진군,2022-02-24,.7,,
259,강진군,2022-02-25,2.6,,
259,강진군,2022-02-26,5.1,0,
259,강진군,2022-02-27,5.6,,
259,강진군,2022-02-28,5.4,,
259,강진군,2022-03-01,7.5,5.6,
259,강진군,2022-03-02,4.4,,
259,강진군,2022-03-03,5.6,,
259,강진군,2022-03-04,8.7,,
259,강진군,2022-03-05,6,,
259,강진군,2022-03-06,4,,
259,강진군,2022-03-07,4.7,,
259,강진군,2022-03-08,5.8,,
259,강진군,2022-03-09,8.1,,
259,강진군,2022-03-10,8.5,,
259,강진군,2022-03-11,12.7,0,
259,강진군,2022-03-12,16.8,,
259,강진군,2022-03-13,14.6,33.5,
259,강진군,2022-03-14,11.5,.6,
259,강진군,2022-03-15,10.1,,
259,강진군,2022-03-16,12.3,,
259,강진군,2022-03-17,11.6,12.5,
259,강진군,2022-03-18,9,16.4,
259,강진군,2022-03-19,5.8,8.9,
259,강진군,2022-03-20,5.4,,
259,강진군,2022-03-21,7.6,,
259,강진군,2022-03-22,8.2,,
259,강진군,2022-03-23,6.8,.2,
259,강진군,2022-03-24,8,,
259,강진군,2022-03-25,13.7,46.6,
259,강진군,2022-03-26,10.9,38.6,
259,강진군,2022-03-27,10.6,,
259,강진군,2022-03-28,8.6,,
259,강진군,2022-03-29,9.6,,
259,강진군,2022-03-30,14,,
259,강진군,2022-03-31,10.8,,
259,강진군,2022-04-01,8.9,.3,
259,강진군,2022-04-02,8,,
259,강진군,2022-04-03,9,,
259,강진군,2022-04-04,9.8,,
259,강진군,2022-04-05,9.4,,
259,강진군,2022-04-06,11.8,,
259,강진군,2022-04-07,11.5,,
259,강진군,2022-04-08,12.3,,
259,강진군,2022-04-09,14.3,,
259,강진군,2022-04-10,15.4,,
259,강진군,2022-04-11,18.7,,
259,강진군,2022-04-12,19.9,,
259,강진군,2022-04-13,16.6,0,
259,강진군,2022-04-14,14.9,.5,
259,강진군,2022-04-15,14.9,,
259,강진군,2022-04-16,12.6,,
259,강진군,2022-04-17,13.5,,
259,강진군,2022-04-18,15.2,,
259,강진군,2022-04-19,15.6,,
259,강진군,2022-04-20,14.7,,
259,강진군,2022-04-21,12.3,1.6,
259,강진군,2022-04-22,15.5,,
259,강진군,2022-04-23,18.4,,
259,강진군,2022-04-24,20.3,,
259,강진군,2022-04-25,18.9,66.3,
259,강진군,2022-04-26,18.3,12.4,
259,강진군,2022-04-27,16.9,,
259,강진군,2022-04-28,15.9,0,
259,강진군,2022-04-29,13.7,17.9,
259,강진군,2022-04-30,13.7,,
259,강진군,2022-05-01,13.5,,
259,강진군,2022-05-02,13.4,,
259,강진군,2022-05-03,12.3,,
259,강진군,2022-05-04,14.3,,
259,강진군,2022-05-05,16.4,,
259,강진군,2022-05-06,18.6,,
259,강진군,2022-05-07,18.3,,
259,강진군,2022-05-08,15.6,,
259,강진군,2022-05-09,15.8,,
259,강진군,2022-05-10,15.8,.3,
259,강진군,2022-05-11,18.4,0,
259,강진군,2022-05-12,20.4,,
259,강진군,2022-05-13,18,,
259,강진군,2022-05-14,16.9,,
259,강진군,2022-05-15,16.1,,
259,강진군,2022-05-16,16.5,,
259,강진군,2022-05-17,17.5,,
259,강진군,2022-05-18,19.2,,
259,강진군,2022-05-19,18.4,,
259,강진군,2022-05-20,19.1,,
259,강진군,2022-05-21,20.9,,
259,강진군,2022-05-22,21.4,,
259,강진군,2022-05-23,22.4,,
259,강진군,2022-05-24,22.4,,
259,강진군,2022-05-25,22,,
259,강진군,2022-05-26,20.1,0,
259,강진군,2022-05-27,19.9,,
259,강진군,2022-05-28,20.7,,
259,강진군,2022-05-29,19.6,.8,
259,강진군,2022-05-30,19.9,.3,
259,강진군,2022-05-31,21.1,,
259,강진군,2022-06-01,20.6,,
259,강진군,2022-06-02,21.4,,
259,강진군,2022-06-03,22.7,,
259,강진군,2022-06-04,22.5,0,
259,강진군,2022-06-05,18.4,22.1,
259,강진군,2022-06-06,20.9,,
259,강진군,2022-06-07,19.2,.2,
259,강진군,2022-06-08,19,,
259,강진군,2022-06-09,19.9,,
259,강진군,2022-06-10,20.8,,
259,강진군,2022-06-11,22.4,0,
259,강진군,2022-06-12,21.3,,
259,강진군,2022-06-13,20.4,.4,
259,강진군,2022-06-14,19.2,2.6,
259,강진군,2022-06-15,20.9,.4,
259,강진군,2022-06-16,22.7,0,
259,강진군,2022-06-17,22.6,.1,
259,강진군,2022-06-18,24,,
259,강진군,2022-06-19,24.9,,
259,강진군,2022-06-20,25.2,,
259,강진군,2022-06-21,26.4,,
259,강진군,2022-06-22,26.3,,
259,강진군,2022-06-23,25.7,.1,
259,강진군,2022-06-24,24.7,61,
259,강진군,2022-06-25,25.6,,
259,강진군,2022-06-26,26.9,,
259,강진군,2022-06-27,26.7,2,
259,강진군,2022-06-28,26.9,0,
259,강진군,2022-06-29,26.4,5.3,
259,강진군,2022-06-30,27.4,3.2,
259,강진군,2022-07-01,27.5,,
259,강진군,2022-07-02,27.5,,
259,강진군,2022-07-03,28,.2,
259,강진군,2022-07-04,27.3,10.1,
259,강진군,2022-07-05,27.6,,
259,강진군,2022-07-06,28.7,,
259,강진군,2022-07-07,28.8,0,
259,강진군,2022-07-08,27.6,4.7,
259,강진군,2022-07-09,27.8,,
259,강진군,2022-07-10,28,,
259,강진군,2022-07-11,27.3,1.3,
259,강진군,2022-07-12,26.4,,
259,강진군,2022-07-13,25.7,,
259,강진군,2022-07-14,28.3,31.2,
259,강진군,2022-07-15,27.8,,
259,강진군,2022-07-16,26.9,,
259,강진군,2022-07-17,26.3,.9,
259,강진군,2022-07-18,25.2,116.8,
259,강진군,2022-07-19,26.8,,
259,강진군,2022-07-20,26.5,1.1,
259,강진군,2022-07-21,25.6,2.7,
259,강진군,2022-07-22,26.1,,
259,강진군,2022-07-23,25.4,.6,
259,강진군,2022-07-24,25.1,26.2,
259,강진군,2022-07-25,26.8,,
259,강진군,2022-07-26,25.8,,
259,강진군,2022-07-27,26.7,,
259,강진군,2022-07-28,27.8,,
259,강진군,2022-07-29,29.6,,
259,강진군,2022-07-30,27.9,.8,
259,강진군,2022-07-31,26.9,34.2,
259,강진군,2022-08-01,27.4,12.1,
259,강진군,2022-08-02,27.9,18.4,
259,강진군,2022-08-03,27.4,24,
259,강진군,2022-08-04,28.4,2,
259,강진군,2022-08-05,28.7,4.1,
259,강진군,2022-08-06,29.3,,
259,강진군,2022-08-07,29.1,,
259,강진군,2022-08-08,29.1,,
259,강진군,2022-08-09,28.9,,
259,강진군,2022-08-10,28.7,,
259,강진군,2022-08-11,28,.8,
259,강진군,2022-08-12,28.1,13.9,
259,강진군,2022-08-13,28.2,,
259,강진군,2022-08-14,29.2,,
259,강진군,2022-08-15,29.5,,
259,강진군,2022-08-16,26.9,71.4,
259,강진군,2022-08-17,25.7,2.1,
259,강진군,2022-08-18,25,,
259,강진군,2022-08-19,26.7,,
259,강진군,2022-08-20,27.5,6.4,
259,강진군,2022-08-21,26.8,,
259,강진군,2022-08-22,25.6,,
259,강진군,2022-08-23,26.3,0,
259,강진군,2022-08-24,26.1,1.5,
259,강진군,2022-08-25,24.9,,
259,강진군,2022-08-26,24.8,,
259,강진군,2022-08-27,23.1,,
259,강진군,2022-08-28,20.9,,
259,강진군,2022-08-29,23,0,
259,강진군,2022-08-30,24.7,0,
259,강진군,2022-08-31,24,2.2,
259,강진군,2022-09-01,22.5,0,
259,강진군,2022-09-02,22.8,2.5,
259,강진군,2022-09-03,24.1,.5,
259,강진군,2022-09-04,25.8,2.5,
259,강진군,2022-09-05,24.8,148.2,
259,강진군,2022-09-06,22.3,30,
259,강진군,2022-09-07,22.6,,
259,강진군,2022-09-08,22.1,,
259,강진군,2022-09-09,22.3,,
259,강진군,2022-09-10,22.5,,
259,강진군,2022-09-11,23.6,,
259,강진군,2022-09-12,23.2,1.1,
259,강진군,2022-09-13,24,4.1,
259,강진군,2022-09-14,25.2,,
259,강진군,2022-09-15,25.6,,
259,강진군,2022-09-16,26,,
259,강진군,2022-09-17,27,.2,
259,강진군,2022-09-18,28.4,.1,
259,강진군,2022-09-19,25.2,,
259,강진군,2022-09-20,21.2,,
259,강진군,2022-09-21,19.6,,
259,강진군,2022-09-22,19.4,,
259,강진군,2022-09-23,19.7,,
259,강진군,2022-09-24,19.4,,
259,강진군,2022-09-25,18.8,0,
259,강진군,2022-09-26,19,.1,
259,강진군,2022-09-27,20.7,,
259,강진군,2022-09-28,20.8,0,
259,강진군,2022-09-29,20.6,,
259,강진군,2022-09-30,19.5,,
259,강진군,2022-10-01,20.6,,
259,강진군,2022-10-02,21.6,,
259,강진군,2022-10-03,25.6,,
259,강진군,2022-10-04,20.1,16.3,
259,강진군,2022-10-05,17.3,,
259,강진군,2022-10-06,17.4,.1,
259,강진군,2022-10-07,16.2,.1,
259,강진군,2022-10-08,16.5,,
259,강진군,2022-10-09,15.5,4.7,
259,강진군,2022-10-10,12.9,2.3,
259,강진군,2022-10-11,14.8,,
259,강진군,2022-10-12,13.7,,
259,강진군,2022-10-13,15.8,,
259,강진군,2022-10-14,16.1,,
259,강진군,2022-10-15,17.3,,
259,강진군,2022-10-16,18.4,,
259,강진군,2022-10-17,14.9,,
259,강진군,2022-10-18,11.6,,
259,강진군,2022-10-19,10.8,,
259,강진군,2022-10-20,11.6,,
259,강진군,2022-10-21,15.5,0,
259,강진군,2022-10-22,18,0,
259,강진군,2022-10-23,15.3,,
259,강진군,2022-10-24,11.8,0,
259,강진군,2022-10-25,9.4,,
259,강진군,2022-10-26,12.4,,
259,강진군,2022-10-27,14.3,,
259,강진군,2022-10-28,13.6,,
259,강진군,2022-10-29,14.3,,
259,강진군,2022-10-30,14,,
259,강진군,2022-10-31,13.4,,
259,강진군,2022-11-01,14.3,,
259,강진군,2022-11-02,12.3,,
259,강진군,2022-11-03,12.4,,
259,강진군,2022-11-04,9.7,,
259,강진군,2022-11-05,9.9,,
259,강진군,2022-11-06,8.9,,
259,강진군,2022-11-07,10,,
259,강진군,2022-11-08,10.7,,
259,강진군,2022-11-09,10.7,,
259,강진군,2022-11-10,13.7,,
259,강진군,2022-11-11,16,,
259,강진군,2022-11-12,18.1,1.1,
