축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
정월대보름달맞이축제,신천변 생활체육광장,2015-03-05,2015-03-05,달집태우기+ 민속놀이+ 먹거리 등,민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 국채보상로139길 1,대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,2022-06-10,3410000,대구광역시 중구
정월대보름달맞이축제,신천변 생활체육광장,2016-02-22,2016-02-22,달집태우기+ 민속놀이+ 먹거리 등,민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 동인동2가 177-4,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
곡성세계장미축제,섬진강기차마을,2022-05-21,2022-06-06,"세계 유명 장미로 이뤄진 공원에서 행사, 공연, 이벤트 개최",곡성군,곡성군,,061-360-8471,www.gokseong.go.kr,,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,,,2022-06-13,4860000,전라남도 곡성군
곡성심청어린이대축제,섬진강기차마을,2022-10-22,2022-10-30,"어린이 중심 콘텐츠로 프로그램 구성, 각종 공연, 이벤트 개최",곡성군,곡성군,,061-360-8471,www.gokseong.go.kr,,전라남도 곡성군 오곡면 기차마을로 233,전라남도 곡성군 오곡면 오지리 770-5,,,2022-06-13,4860000,전라남도 곡성군
민속그네뛰기,사동 자생식물원,2022-06-03,2022-06-03,그네뛰기,울릉문화원,울릉문화원,울릉군,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1989&,전통문화 계승발전과 건전한 사회 기풍을 조성함과 향토문화 창달에 기여,경상북도 울릉군 울릉읍 간령길 83-18,,37.46024044,130.8735494,2022-06-17,5260000,경상북도 울릉군
달맞이축제,울릉예술문화체험장(구.장흥초등학교),2022-02-15,2022-02-15,달집태우기,정월대보름 장흥달맞이 놀이마당추진위원회,정월대보름 장흥달맞이 놀이마당추진위원회,,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1994&,우리 전통문화를 선양하고 사라져가는 세시풍습을 재현하여 민속축제로 승화,경상북도 울릉군 울릉읍 옥천길 8,,37.47367561,130.8875026,2022-06-17,5260000,경상북도 울릉군
태하성하신당제,서면 태하 성하신당,2022-04-12,2022-04-12,기원행사,울릉문화원,울릉문화원,,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1990&,"행토발전의 결의를 새롭게 다지고 지역경제 활성화를 기원하고 풍어, 풍년을 기원하는 제전",경상북도 울릉군 서면 태하길 154,,37.51222566,130.800884,2022-06-17,5260000,경상북도 울릉군
회당문화축제,울릉군 도동항,2022-06-27,2022-06-29,회당문화축제,대한불교진각종,대한불교진각종,,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1992&,"대한불교진각종이 주민과 관광객을 대상으로 버스킹, 전시 및 체험행사, 독도아리랑 콘서트 등 문화행사",울릉군 울릉읍 도동1길 5-42,,37.4819992,130.9082172,2022-06-17,5260000,경상북도 울릉군
해변가요제,울릉군 저동항,2022-07-29,2022-07-30,해변가요제,울릉청년단,울릉청년단,,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1991&,"주민과 관광객들의 만남의 장으로 한여름밤의 낭만을 즐길 수 있는 불꽃놀이, 노래경연, 초대가수 공연 등의 가요제",울릉군 울릉읍 저동리,,37.4955239,130.9097003,2022-06-17,5260000,경상북도 울릉군
울릉도오징어축제,울릉군 일원,2022-08-27,2022-08-29,오징어축제,울릉군축제위원회,울릉군축제위원회,,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,"울릉도 특산물인 오징어를 소재로 한 지역축제로 체험행사, 피맥파티 등 을 통한 관광객 유치와 주민화합의 장을 마련하는 축제",울릉군 울릉읍 저동리,,37.4955239,130.9097003,2022-06-17,5260000,경상북도 울릉군
제22회 밀양공연예술축제,밀양아리랑아트센터 밀양아리나,2022-07-08,2022-07-29,연극축제,(재)밀양문화재단+밀양공연예술축제추진위원회,경상남도 밀양시청,,,www.theatervillage.co.kr,,경상남도 밀양시 부북면 창밀로 3097-16,,35.53347627,128.7046157,2022-05-30,5360000,경상남도 밀양시
제40회 대한민국연극제,밀양아리랑아트센터 밀양아리나,2022-07-08,2022-07-30,연극축제,(사)한국연극협회경남지회,경상남도 밀양시청,,,http://ktf365.org/,,경상남도 밀양시 부북면 창밀로 3097-16,,35.53347627,128.7046157,2022-05-30,5360000,경상남도 밀양시
포항거리예술축제,송도 솔밭 도시 숲 및 송도동 일대,2022-10-21,2022-10-23,"거리예술 공연, 공공미술전시, 숲속 도서관, 거리예술 교육프로그램 운영",포항문화재단,포항시,-,054-289-7873,http://www.phcf.or.kr,포항 송도 솔밭 도시 숲,경상북도 포항시 남구 송도해안길 112번길 3,경상북도 포항시 남구 송도동 254-477,36.0403685281,129.3766797308,2022-06-13,5020000,경상북도 포항시
달마고도 힐링축제,달마고도 및 해남군 일원,2022-11-19,2022-11-19,달마고도순례길걷기+무대행사+체험등,전라남도 해남군청,전라남도 해남군청,전라남도 해남군청,061-530-5159,www.haenam.go.kr,,전라남도 해남군 송지면 미황사길 164,전라남도 해남군 송지면 서정리 1,34.38223237,126.5779589,2022-05-23,4930000,전라남도 해남군
땅끝수국축제,포레스트수목원,2022-06-06,2022-07-18,100여희귀품종+수국사진공모전 등,포레스트수목원,포레스트 수목원,전라남도 해남군청,061-533-7220,www.4est수목원.com,,전라남도 해남군 현산면 봉동길 232-118,전라남도 해남군 현산면 황산리 산1-39,34.45321139,126.5954999595,2022-05-23,4930000,전라남도 해남군
송호해변여름축제,송호해수욕장,2022-07-29,2022-07-31,축하공연+버스킹+수상레저체험+체험프로그램 등,전라남도 해남군청,전라남도 해남군청,전라남도 해남군청,061-530-5158,www.haenam.go.kr,,전라남도 해남군 송지면 땅끝해안로 1813,전라남도 해남군 송지면 송호리 914-5,34.3157139,126.5189509,2022-05-23,4930000,전라남도 해남군
오시아노 썸머뮤직 페스티벌,오시아노 관광단지,2022-08-26,2022-08-27,음악콘서트+SNS이벤트 등,전라남도 해남군청,전라남도 해남군청,전라남도 해남군청,061-530-5158,www.haenam.go.kr,,,전라남도 해남군 화원면 화봉리 376-1,34.6695823707,126.2604601916,2022-05-23,4930000,전라남도 해남군
명량대첩축제,우수영 일원,2022-09-23,2022-09-25,출정식+해전재현+공군에어쇼+조선수군재건+이순신리더십캠프 등,(재)명량대첩기념사업회,(재)명량대첩기념사업회,"전라남도,+전라남도 해남군청+전라남도 진도군청",061-530-5158,www.mldc.kr,,전라남도 해남군 문내면 관광레저로 12,,,,2022-05-23,4930000,전라남도 해남군
북평용줄다리기 축제,북평힐링공원,2022-10-29,2022-10-29,줄고사+용줄다리기+달집태우기 등,북평용줄다리기보존회,북평용줄다리기보존회,전라남도 해남군청,061-530-5159,www.haenam.go.kr,,,전라남도 해남군 북평면 남창리 1276-3,,,2022-05-23,4930000,전라남도 해남군
해남미남축제,해남군 일원,2022-11-04,2022-11-06,공식행사(개·폐회식)+공연행사+전시·체험+음식·특산물 판매 등,해남군축제추진위원회,해남군축제추진위원회,전라남도 해남군청,061-530-5158,www.haenam.go.kr,,전라남도 해남군 삼산면 대흥사길 400,,,,2022-05-23,4930000,전라남도 해남군
땅끝 해넘이·해맞이 축제,땅끝마을일원,2022-12-31,2023-01-01,해넘이제례+달집태우기+해맞이 등,땅끝해넘이·해맞이축제추진위원회,땅끝해넘이·해맞이축제추진위원회,전라남도 해남군청,061-531-3161,www.haenam.go.kr,,전라남도 해남군 송지면 땅끝마을길 70-14,전라남도 해남군 송지면 송호리 1127-4,34.29820555,126.5293719,2022-05-23,4930000,전라남도 해남군
직지문화제,고인쇄박물관 일원,2022-09-02,2022-09-07,유네스코 공식행사 및 전시 학술 체험 등,청주시직지가치증진위원회,충청북도 청주시청,,043-201-3663,,,충청북도 청주시 흥덕구 직지대로 713,충청북도 청주시 흥덕구 운천동 866,,,2022-05-23,5710000,충청북도 청주시
청원생명축제,오창읍 미래지 농촌테마공원,2022-09-30,2022-10-10,청주시 친환경 농축산물 한마당,청원생명축제추진위원회,충청북도 청주시청,,043-201-0253,https://www.cheongju.go.kr/bio/index.do,,충청북도 청주시 청원구 오창읍 미래지로 99,충청북도 청주시 청원구 오창읍 322-5,,,2022-05-23,5710000,충청북도 청주시
세종대왕과 초정약수 축제,내수초정문화공원,2022-10-07,2022-10-09,초정약수 관련,청주예총,충청북도 청주시청,,043-201-1793,,,충청북도 청주시 청원구 내수읍 초정약수로 851,충청북도 청주시 청원구 내수읍 초정리 64-2,36.721607,127.601269,2022-05-23,5710000,충청북도 청주시
세계거리춤축제,장한로,2022-10-16,2022-10-17,"세계거리춤공연, 주민참여무대, 각종춤경연",(사)세계거리춤축제위원회,(사)세계거리춤축제위원회,서울특별시 동대문구청,02-3295-5561,,"장한평역, 장한로, 세계거리춤",서울특별시 동대문구 천호대로405,서울특별시 동대문구 장안동472-3,37.56201359,127.0641794,2022-04-12,3050000,서울특별시 동대문구
청룡문화제,용두근린공원,2022-10-23,2022-10-24,제례봉행 및 어가행렬,서울특별시 동대문문화원,청룡문화제보존위원회,서울특별시 동대문구청,02-2241-9300,,"용두공원,청룡",서울특별시 동대문구 청계천로 563,서울특별시 동대문구 용두동 34-12,37.57325834,127.0385968,2022-04-12,3050000,서울특별시 동대문구
제34회 고양행주문화제,행주산성 및 행주산성 역사공원,2022-05-20,2022-05-21,"행주투석전, 뮤지컬행주대첩, 수상불꽃놀이, 행주국수대첩, 전통놀이한마당 및 시민참여프로그램 등",고양문화재단+고양문화원,고양시,,031-960-9684,http://www.hjfestival.or.kr,,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주내동 산26-1,37.59610775,126.8287118,2022-02-14,3940000,경기도 고양시
2022 고양호수예술축제,고양시 일산호수공원 및인근거리,2022-09-30,2022-10-03,국내외 거리예술공연 및 시민참여프로그램,고양문화재단,고양시,,031-960-9684,http://www.gylaf.kr,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814,2022-02-14,3940000,경기도 고양시
당항포대첩축제,당항포관광지,2019-04-26,2019-04-28,"당항포대첩 재연, 공연등 다양한 문화행사",당항포대첩축제위원회,경상남도 고성군,,055-670-4505,http://dhp.goseong.go.kr/index.goseong,"송학동고분군, 고성박물관, 남산공원, 공룡박물관, 탈박물관, 상족암군립공원",경상남도 고성군 회화면 당항만로 1116,,35.0532261508,128.3920276219,2021-12-29,5420000,경상남도 고성군
2021 안성맞춤 남사당 바우덕이축제,안성맞춤랜드,2021-10-01,2021-10-10,"남사당공연(비대면), 국내 전통공연(비대면), 안성랜선마켓, 경관조명 설치 운영 등",안성맞춤남사당바우덕이축제위원회,안성시,"문화체육관광부, 경기도",031-678-2513,www.anseong.go.kr,,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3,37.03286724,127.3078041,2021-10-31,4080000,경기도 안성시
불광천 축제,불광천,2021-10-07,2021-10-09,"문화공연, 체험부스 등",서울특별시 은평구,서울특별시 은평구,,02-351-6517,http://www.ep.go.kr,,서울특별시 은평구 은평로 195,,,,2021-11-04,3110000,서울특별시 은평구
제2회 인천 송도크루즈 불꽃축제,골든하버 인천항크루즈터미널,2021-10-30,2021-10-30,멀티미디어 융복합 불꽃공연 및 부대행사,연수문화재단,연수구,,032-749-7304,,,인천광역시 연수구 국제항만대로 438,인천광역시 연수구 송도동 300-3,37.425126,126.5916752,2021-10-25,3520000,인천광역시 연수구
(가칭)문화로 동행축제,연구수 전역,2021-10-01,2021-10-03,"지역축제 연계, 시민 기획프로그램 운영",연수문화재단,연수구,,032-749-7304,,,인천광역시 연수구 새말로 120,인천광역시 연수구 연수동 578,37.41812199,126.6823541,2021-10-25,3520000,인천광역시 연수구
서리풀페스티벌,서초구 전역,2021-09-11,2021-09-26,"고품격 기획공연 및 폐막공연, 스케치북, 청년예술인 공연, 아마추어 공연 등 (지역축제)",서초문화재단,서초구,,,,코로나로 연기,서초구,,,,2021-10-21,3210000,서울특별시 서초구
반포서래 한불음악축제,반포동인근,2021-09-11,2021-09-26,"국내·프랑스 뮤지션 축하공연, 주민참여공연, 불꽃놀이, 먹거리부스(푸드트럭) 운영",반포서래 한불음악축제 추진위원회(반포본·1·2·3·4동 주민자치위원회),반포서래 한불음악축제 추진위원회(반포본·1·2·3·4동 주민자치위원회),,,,코로나로 연기,서초구,,,,2021-10-21,3210000,서울특별시 서초구
서초골 축제,예술의전당,2021-09-11,2021-09-26,"클래식음악회, 오페라&뮤지컬 갈라콘서트 개최",서초1·2·3·4동 주민자치위원회/서초골축제추진위원회,서초1·2·3·4동 주민자치위원회/서초골축제추진위원회,,,,코로나로 연기,서초구,,,,2021-10-21,3210000,서울특별시 서초구
잠원나루축제,잠원체육공원,2021-09-11,2021-09-26,"왕비친잠행사, 주민참여공연, 누에생태체험관, 먹거리장터 운영",잠원동 주민자치위원회,잠원동 주민자치위원회,,,,코로나로 연기,서초구,,,,2021-10-21,3210000,서울특별시 서초구
말죽거리축제,양재시장말죽거리 일대,2021-09-11,2021-09-26,"말퍼레이드 및 승마체험, 특산물 장터, 노래자랑 등",말죽거리소상공인연합회,말죽거리소상공인연합회,,,,코로나로 연기,서초구,,,,2021-10-21,3210000,서울특별시 서초구
악기거리축제,서초동 악기거리,2021-09-11,2021-09-26,"작은음악회, 거리콘서트, 악기거리 마켓, 체험행사 등",서울악기거리축제추진위원회,서울악기거리축제추진위원회,,,,코로나로 연기,서초구,,,,2021-10-21,3210000,서울특별시 서초구
방배비보이페스티벌,방배뒷벌공원,2021-09-11,2021-09-26,"비보이 공연 및 아트풍선 쇼, 코스프레 포토존 운영 등",방배권역 비보이 축제추진위원회,방배권역 비보이 축제추진위원회,,,,코로나로 연기,서초구,,,,2021-10-21,3210000,서울특별시 서초구
고흥 우주항공 축제,"나로우주센터, 국립청소년우주센터 일원(2020~2021년 코로나19로 미실시)",2019-05-03,2019-05-05,"발사현장견학, 야외 우주과학체험",고흥축제추진위원회,고흥군,"과학기술정보통신부, 여성가족부, 전라남도",061-830-5305,http://tour.goheung.go.kr/tour/culture/festival/01.do,"주변관광지 : 나로도 편백숲, 쑥섬(애도), 나로도항(매운탕, 회)",전라남도 고흥군 봉래면 하반로 490,전라남도 고흥군 봉래면 예내리 480,34.45357843,127.5181524,2021-10-22,4880000,전라남도 고흥군
제주국제관악제,제주도 일대,2021-08-08,2021-08-15,매해 시원한 관악(管樂)으로 제주의 여름을 식히는 제주국제관악제 제주국제관악콩쿠르가 제주도 일원에서 열린다.,제주특별자치도 제주국제관악제조직위원회,제주특별자치도 제주국제관악제조직위원회,문화체육관광부 한국문화예술위원회 제주특별자치도교육정 제주특별자치도개발공사 KBS제주 제주MBC KCTV 제민일보 제주매일 제주일보 뉴제주일보 한라일보,064-722-8704,http://jiwef.org/default/index.php,,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2021-10-21,6510000,제주특별자치도 제주시
9.81파크; X리그 2021 정규시즌,애월읍 천덕로,2021-03-01,2021-11-07,무동력레이싱 및 GROC 2021,㈜모노리스,모노리스제주파크㈜,,064-1899-9810,https://www.981park.com/,,제주특별자치도 제주시 애월읍 천덕로 880-24,,33.39003694,126.3665097,2021-10-21,6510000,제주특별자치도 제주시
제주일노래 상설공연,제주시 향사당,2021-06-05,2021-08-21,제주일노래 상설공연 및 전시,제주일노래상설공연집행위원회,제주일노래상설공연집행위원회,,070-4548-5367,http://www.jejusong.or.kr/,,제주특별자치도 제주시 중앙로12길 29,,33.51204595,126.5216322,2021-10-21,6510000,제주특별자치도 제주시
탐라문화제,제주시 탐라문화광장,2021-10-06,2021-10-21,제주 전통문화 예술 공연,한국예총제주특별자치도연합회,탐라문화제추진위원회,문화체육관광부 제주특별자치도의회 제주특별자치도교육청 NH농협 제주지역본부 한국문화예술위원회 제주관광공사 제주특별자치도관광협회 한라산소주,064-753-3287,http://www.tamnafestival.kr/,,제주특별자치도 제주시 일도1동 1146-22,,33.51244466,126.5279518,2021-10-21,6510000,제주특별자치도 제주시
2021 광해 원도심을 만나다,제주시 원도심일대,2021-07-01,2021-09-30,7~9월 간 광해군의 주요 기념일과 연계하여 걷기투어 인문학강좌 역사퀴즈쇼 외에 8가지 프로그램으로 다채롭게 체험할 수 있는 테마축제,제주특별자치도 도시재생지원센터 제주대학교 스토리텔링연구개발센터,제주특별자치도,,064-727-0617,http://www.jejuregen.org/forum/notice/2500,코로나19 3단계 격상으로 7월 진행 예정 프로그램 취소,제주특별자치도 제주시 칠성로길1,,33.5135027,126.5234011,2021-10-21,6510000,제주특별자치도 제주시
산지에 색을 입히다· 컬러풀산지,탐라문화광장,2021-09-03,2021-11-27,제주관광공사는 9월3일(금)부터 11월 27일(토)까지 3개월간 탐라문화광장 일대에서 코로나19 장기화로 침체된 탐라문화광장 일대를 환하게 밝혀 활력을 불어넣기 위해 비대면 경관조성 사업인 「산지에 색을 입히다· 컬러풀산지(컬러풀산지)」를 개최한다.,제주관광공사,제주관광공사,,064-740-6000,,,,제주특별자치도 제주시 일도일동 1498,33.5105120974,126.5267556,2021-10-21,6510000,제주특별자치도 제주시
하트온(HEART ON)· 신산에 불을 켜다,신산공원일대,2021-10-12,2021-10-31,새로운 야간문화관광 콘텐츠로 제주시 도심 속 휴식공간인 신산공원에서 가을밤 아름다운 불이 켜진다.,제주관광공사,제주특별자치도,,064-740-6000,,사전예약 운영,,제주특별자치도 제주시 일도이동 830,33.5072041,126.5331043,2021-10-21,6510000,제주특별자치도 제주시
제주 해변에서 해양쓰레기의 심각성을 알리다· FILTER-,이호테우해변,2021-10-10,2021-10-23,해양쓰레기 팝업 전시 및 스토어,제주관광공사,제주특별자치도,,064-740-6000,,사전예약 운영,제주특별자치도 제주시 도리로 15-20,,33.4974594,126.4538441,2021-10-21,6510000,제주특별자치도 제주시
문화 향유의 공간· 탐나는 원도심,탐라문화광장,2021-10-15,2021-11-27,매 주말마다 문화행사 개최,제주관광공사,제주특별자치도,,064-740-6000,,,,제주특별자치도 제주시 일도일동 1498,33.5105120974,126.5267556,2021-10-21,6510000,제주특별자치도 제주시
2021 제12회 제주프랑스영화제,CGV제주 및 제주북초등학교,2021-11-04,2021-11-08,매해 다양한 장르의 고품격 프랑스영화 장편· 단편 작품을 제주에 소개하고 있는 제주프랑스영화제,제주프랑스영화제집행위원회,제주국제문화교류협회,제주특별자치도,070-4548-5367,www.jejufff.org,,제주특별자치도 제주시 서광로 288,,33.5000817,126.5272542,2021-10-21,6510000,제주특별자치도 제주시
아산성웅이순신축제,온양온천역 광장 및 시내일원,2019-04-24,2019-04-28,"승전행렬 퍼레이드, 개폐막공연, 전시체험 및 기타부대행사",(재)아산문화재단,충청남도 아산시,,041-540-2550,http://culture.asan.go.kr/_esunshin/2017/index.asp,,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,36.78074391,127.0022181,2021-08-19,4520000,충청남도 아산시
신정호 별빛축제,아산시 신정호 야외음악당 및 잔디 일원,2021-07-23,2021-08-15,"LED쉼터, 체험관, 포토존",(재)아산문화재단,충청남도 아산시,,041-540-2550,http://culture.asan.go.kr/_sinjungho/,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77260735,126.9831403,2021-08-19,4520000,충청남도 아산시
설화예술제,신정호 야외음악당 및 이순신체육관,2019-09-27,2019-09-29,"개폐막식, 지역예술인창작발표 공연 및 전시",(사)한국예총 아산지회,충청남도 아산시,,041-540-2087,,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77260735,126.9831403,2021-08-19,4520000,충청남도 아산시
은행나무길 축제,곡교천 은행나무길,2019-10-24,2019-10-27,"공연, 프리마켓, 거리공연",(재)아산문화재단,충청남도 아산시,,041-540-2550,http://culture.asan.go.kr/_ginko/,,,충청남도 아산시 염치읍 백암리 502-3,,,2021-08-19,4520000,충청남도 아산시
제5회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,2017-09-16,2017-09-16,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,경기도 안산시,경기도 안산시청,국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2023-02-21,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2018-05-05,2018-05-07,순수예술축제,경기도 안산시,경기도 안산시청,문화체육관광부+ 경기관광공사+ 한국문화예술위원회+ 한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2023-02-21,3930000,경기도 안산시
여르미오페스티벌,안산시 문화광장,2018-08-04,2018-08-04,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,2023-02-21,3930000,경기도 안산시
제6회 상록수문화제,본오3동공영주차장+ 매화길+ 상록수역 앞 광장,2018-09-15,2018-09-15,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,경기도 안산시,경기도 안산시청,국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2023-02-21,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2019-05-04,2019-05-06,순수예술축제,경기도 안산시,경기도 안산시청,문화체육관광부+ 경기관광공사+ 한국문화예술위원회+ 한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2023-02-21,3930000,경기도 안산시
제7회 상록수문화제,최용신기념관+상록수공원,2019-10-26,2019-10-26,공연+전시+체험 등,경기도 안산시,경기도 안산시청,국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2023-02-21,3930000,경기도 안산시
안산국제거리극축제,안산문화예술의전당,2021-10-05,2021-10-10,순수예술축제,경기도 안산시,경기도 안산시청,경기관광공사,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2023-02-21,3930000,경기도 안산시
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2019-08-10,2019-08-10,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,2023-02-21,3930000,경기도 안산시
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2021-07-31,2021-08-14,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,2023-02-21,3930000,경기도 안산시
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2022-09-03,2022-09-03,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,2023-02-21,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2022-05-05,2022-05-08,순수예술축제,경기도 안산시,경기도 안산시청,경기도,031-481-0536,https://www.ansanart.com/index.do,안산문화광장,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2023-02-21,3930000,경기도 안산시
제8회 상록수문화제,최용신기념관+상록수공원,2021-10-26,2021-10-26,공연+체험 등,경기도 안산시,경기도 안산시청,,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2023-02-21,3930000,경기도 안산시
외암민속마을 짚풀문화제,외암민속마을일원(아산시 송악면 외암리),2000-10-01,2019-10-20,전통문화(짚&풀)를 주제로한 공연/재연/체험행사 프로그램,(사)외암민속마을보존회,충청남도 아산시,,041-536-8458,www.oeam.co.kr,,충청남도 아산시 송악면 외암민속길 5,충청남도 아산시 송악면 외암리 258-3,36.73032636,127.0137712,2021-08-19,4520000,충청남도 아산시
제24회 무안연꽃추제,회산백련지 일원,2020-07-23,2020-07-26,"아이스존, 연자방 소방등 달기, 연꽃 팥빙수 나눔잔치, 연잎들고 연꽃길 걷기, 연 공예체험 등",무안군,무안군축제추진위원회,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962,2021-08-20,4950000,전라남도 무안군
제8회 무안황토갯벌축제,무안황토갯벌랜드 일원,2020-06-12,2020-06-14,"풍요깃발퍼레이드, 농게·낙지·운저리잡기 체험 등",무안군,무안군축제추진위원회,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 해제면 용산길 140,전라남도 무안군 해제면 유월리 1-1,35.10332391,126.3319409,2021-08-20,4950000,전라남도 무안군
제21회 구례산수유꽃축제,산동면 지리산온천관광지 일원,2020-03-14,2020-03-22,"○ 주제프로그램 : 산수유꽃길따라 봄마중○ 산수유꽃 테마 체험프로그램 운영   - 산수유떡만들기체험경연 등○ 개막기획공연,영원불변의하트지남기기,작은 음악회 등○ 농특산품 판매, 향토음식점, 홍보관 운영 등",구례산수유꽃축제추진위원회,구례군,,061-780-2390,https://www.gurye.go.kr/tour,,전라남도 구례군 산동면 상관1길 45,,35.3196116669,127.4702903256,2020-12-07,4870000,전라남도 구례군
제16회 구례섬진강벚꽃축제,문척면 죽마리 섬진강변 일원,2020-03-28,2020-03-29,"○ 대표프로그램 : ?떤?길 걷기○ 개막축하공연, 노래자랑 등○ 농특산품 판매, 향토음식점, 군홍보관 운영 등",섬진강벚꽃축제추진위원회,구례군,,061-780-2255,https://www.gurye.go.kr/tour,,전라남도 구례군 문척면 죽연1길 67,,35.1830865376,127.4700987539,2020-12-07,4870000,전라남도 구례군
지리산남악제 및 군민의 날 행사,화엄사시설지구 및 구례공설운동장,2020-04-18,2020-04-20,"○ 대표프로그램 : 남악제례 및 행렬, 군민체육대회○ 농특산품 판매, 군 홍보관 운영 등",지리산남악제 및 군민의 날 행사 추진위원회,구례군,,061-780-2431,https://www.gurye.go.kr/tour,,전라남도 구례군 구례읍 서시천로 106,,35.2166161023,127.4668741223,2020-12-07,4870000,전라남도 구례군
구례썸머뮤직페스티벌,구례공설운동장,2020-08-22,2020-08-23,"○ 락밴드 및 트로트 공연○ 체험 및 먹거리부스 운영 : 압화체험, 향토음식점, 홍보부스 등○ 부대행사 : 재활용놀이터, 플리마켓, 포토월 등",구례섬지아이쿱소비자생활협동조합,구례군,,061-780-2390,,,전라남도 구례군 구례읍 서시천로 106,,35.2166161023,127.4668741223,2020-12-07,4870000,전라남도 구례군
2020 화엄음악제,화엄사 경내 일원,2020-10-09,2020-10-11,"○ 영성음악제, 화엄콘서트, 서예전시, 요가명상수련 등",화엄음악제집행위원회,화엄사,문화체육관광부,061-780-2431,,,전라남도 구례군 마산면 화엄사로 539,,35.2573160233,127.4977197325,2020-12-07,4870000,전라남도 구례군
